action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24661594,[],CHEMBL5096582,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2ccc(Nc3ncc4cc(C#N)c(=O)n(C5CCCC5)c4n3)cc2)CC1,,,CHEMBL5096150,J Med Chem,2021,"{'bei': '18.71', 'le': '0.34', 'lle': '4.77', 'sei': '8.92'}",CHEMBL3115681,NARAZACICLIB,CHEMBL3115681,8.04,0,http://www.openphacts.org/units/Nanomolar,3842374,=,1,1,=,,IC50,nM,,9.2,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,9.2
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24707103,[],CHEMBL5108996,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,,,CHEMBL5107965,Eur J Med Chem,2022,"{'bei': '16.02', 'le': '0.30', 'lle': '4.96', 'sei': '8.10'}",CHEMBL384575,,CHEMBL384575,7.60,0,http://www.openphacts.org/units/Nanomolar,3852800,=,1,1,=,,IC50,nM,,25.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,25.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24741662,[],CHEMBL5117941,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COCC1CN(C2CCN(c3cc(OC)c(Nc4ncc(Br)c(Nc5ccc6c(c5P(C)(C)=O)OCCO6)n4)cc3C)CC2)C1,,,CHEMBL5113487,Bioorg Med Chem,2022,"{'bei': '11.56', 'le': '0.25', 'lle': '2.50', 'sei': '7.35'}",CHEMBL5188373,,CHEMBL5188373,8.11,0,http://www.openphacts.org/units/Nanomolar,3859581,=,1,1,=,,IC50,nM,,7.8,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,7.8
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24861802,[],CHEMBL5150288,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,,,CHEMBL5149965,J Med Chem,2021,"{'bei': '14.81', 'le': '0.29', 'lle': '2.95', 'sei': '7.16'}",CHEMBL1287853,FEDRATINIB,CHEMBL1287853,7.77,1,http://www.openphacts.org/units/Nanomolar,3884366,=,1,1,=,,IC50,nM,,17.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,17.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24866032,[],CHEMBL5151626,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Cl.O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCNCC1,,,CHEMBL5149994,Eur J Med Chem,2021,"{'bei': '21.45', 'le': '0.39', 'lle': '6.25', 'sei': '10.71'}",CHEMBL4781746,,CHEMBL4803412,8.36,0,http://www.openphacts.org/units/Nanomolar,3885349,=,1,1,=,,IC50,nM,,4.42,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,4.42
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867100,[],CHEMBL5151901,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '17.70', 'le': '0.35', 'lle': '2.68', 'sei': '8.91'}",CHEMBL1336,SORAFENIB,CHEMBL1336,8.23,0,http://www.openphacts.org/units/Nanomolar,3885685,=,1,1,=,,IC50,nM,,5.9,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,5.9
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867101,[],CHEMBL5151901,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '20.83', 'le': '0.39', 'lle': '4.97', 'sei': '10.75'}",CHEMBL535,SUNITINIB,CHEMBL535,8.30,0,http://www.openphacts.org/units/Nanomolar,3885695,=,1,1,=,,IC50,nM,,5.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,5.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867102,[],CHEMBL5151901,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '20.80', 'le': '0.45', 'lle': '5.46', 'sei': '15.76'}",CHEMBL24828,VANDETANIB,CHEMBL24828,9.89,0,http://www.openphacts.org/units/Nanomolar,3885690,=,1,1,=,,IC50,nM,,0.13,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,0.13
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867135,[],CHEMBL5151920,Inhibition of RET (unknown origin) by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '18.28', 'le': '0.37', 'lle': '3.13', 'sei': '9.55'}",CHEMBL1946170,REGORAFENIB,CHEMBL1946170,8.82,0,http://www.openphacts.org/units/Nanomolar,3885694,=,1,1,=,,IC50,nM,,1.5,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,1.5
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867146,[],CHEMBL5151931,Inhibition of RET (unknown origin) by ELISA method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)NC5CC5)CC4)c(Cl)c3)c2cc1C(N)=O,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '17.83', 'le': '0.34', 'lle': '5.03', 'sei': '6.65'}",CHEMBL5201128,,CHEMBL5201128,8.82,0,http://www.openphacts.org/units/Nanomolar,3885696,=,1,1,=,,IC50,nM,,1.5,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,1.5
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867155,[],CHEMBL5151940,Inhibition of human recombinant full length RET in presence of ATP by alphascreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '16.52', 'le': '0.31', 'lle': '2.74', 'sei': '8.39'}",CHEMBL2105717,CABOZANTINIB,CHEMBL2105717,8.28,1,http://www.openphacts.org/units/Nanomolar,3885689,=,1,1,=,,IC50,nM,,5.2,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,5.2
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867165,[],CHEMBL5151950,Inhibition of RET (unknown origin) by kinase hotspot assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '14.25', 'le': '0.27', 'lle': '3.13', 'sei': '11.54'}",CHEMBL1171837,PONATINIB,CHEMBL1171837,7.59,1,http://www.openphacts.org/units/Nanomolar,3885691,=,1,1,=,,IC50,nM,,25.8,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,25.8
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867173,[],CHEMBL5151958,Inhibition of RET V804M (unknown origin) in presence of ATP by SDS-PAGE analysis,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '14.03', 'le': '0.26', 'lle': '3.01', 'sei': '11.36'}",CHEMBL1171837,PONATINIB,CHEMBL1171837,7.47,1,http://www.openphacts.org/units/Nanomolar,3885691,=,1,1,=,,IC50,nM,,33.9,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,33.9
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867179,[],CHEMBL5151964,Inhibition of human recombinant RET using Biotin-EGPWLEEEEEAYGWMDFas substrate by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '17.24', 'le': '0.32', 'lle': '3.55', 'sei': '11.50'}",CHEMBL1738797,ALECTINIB,CHEMBL1738797,8.32,1,http://www.openphacts.org/units/Nanomolar,3885692,=,1,1,=,,IC50,nM,,4.8,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,4.8
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867180,[],CHEMBL5151965,Inhibition of human recombinant RET V804L using Biotin-EGPWLEEEEEAYGWMDF as substrate by TR-FRET assay,B,P07949,V804L,BAO_0000190,BAO_0000357,single protein format,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '15.53', 'le': '0.28', 'lle': '2.72', 'sei': '10.36'}",CHEMBL1738797,ALECTINIB,CHEMBL1738797,7.50,0,http://www.openphacts.org/units/Nanomolar,3885692,=,1,1,=,,IC50,nM,,32.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,32.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867181,[],CHEMBL5151966,Inhibition of human recombinant RET V804M using Biotin-EGPWLEEEEEAYGWMDF as substrate by TR-FRET assay,B,P07949,V804M,BAO_0000190,BAO_0000357,single protein format,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '15.08', 'le': '0.28', 'lle': '2.51', 'sei': '10.05'}",CHEMBL1738797,ALECTINIB,CHEMBL1738797,7.28,0,http://www.openphacts.org/units/Nanomolar,3885692,=,1,1,=,,IC50,nM,,53.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,53.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867182,[],CHEMBL5151967,Inhibition of human recombinant RET G691S using Biotin-EGPWLEEEEEAYGWMDF as substrate by TR-FRET assay,B,P07949,G691S,BAO_0000190,BAO_0000357,single protein format,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '16.62', 'le': '0.30', 'lle': '3.25', 'sei': '11.09'}",CHEMBL1738797,ALECTINIB,CHEMBL1738797,8.02,0,http://www.openphacts.org/units/Nanomolar,3885692,=,1,1,=,,IC50,nM,,9.5,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,9.5
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867184,[],CHEMBL5151969,Inhibition of human recombinant RET S891A using Biotin-EGPWLEEEEEAYGWMDF as substrate by TR-FRET assay,B,P07949,S891A,BAO_0000190,BAO_0000357,single protein format,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '16.74', 'le': '0.31', 'lle': '3.31', 'sei': '11.17'}",CHEMBL1738797,ALECTINIB,CHEMBL1738797,8.08,0,http://www.openphacts.org/units/Nanomolar,3885692,=,1,1,=,,IC50,nM,,8.3,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,8.3
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867185,[],CHEMBL5151970,Inhibition of human recombinant RET M918T using Biotin-EGPWLEEEEEAYGWMDF as substrate by TR-FRET assay,B,P07949,M918T,BAO_0000190,BAO_0000357,single protein format,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '17.08', 'le': '0.31', 'lle': '3.47', 'sei': '11.39'}",CHEMBL1738797,ALECTINIB,CHEMBL1738797,8.24,0,http://www.openphacts.org/units/Nanomolar,3885692,=,1,1,=,,IC50,nM,,5.7,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,5.7
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867186,[],CHEMBL5151971,Inhibition of RET (unknown origin) by FISH assay,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1ccc2c(C(Nc3ccc(N(C)C(=O)CN4CCN(C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '16.06', 'le': '0.30', 'lle': '4.63', 'sei': '8.60'}",CHEMBL5201102,,CHEMBL5201102,8.70,0,http://www.openphacts.org/units/Nanomolar,3885693,=,1,1,=,,IC50,nM,,2.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,2.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867222,[],CHEMBL5152007,Inhibition of RET (unknown origin) by kinomescan assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '15.76', 'le': '0.30', 'lle': '2.24', 'sei': '6.76'}",CHEMBL2029988,CEP-32496,CHEMBL2029988,8.15,0,http://www.openphacts.org/units/Nanomolar,3885688,=,1,1,=,,IC50,nM,,7.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,7.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867230,[],CHEMBL5152015,Inhibition of RET M918T (unknown origin),B,P07949,M918T,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '16.16', 'le': '0.31', 'lle': '2.45', 'sei': '6.93'}",CHEMBL2029988,CEP-32496,CHEMBL2029988,8.36,0,http://www.openphacts.org/units/Nanomolar,3885688,=,1,1,=,,IC50,nM,,4.34,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,4.34
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867231,[],CHEMBL5152016,Inhibition of RET V804L (unknown origin),B,P07949,V804L,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '12.55', 'le': '0.24', 'lle': '0.59', 'sei': '5.39'}",CHEMBL2029988,CEP-32496,CHEMBL2029988,6.50,0,http://www.openphacts.org/units/Nanomolar,3885688,=,1,1,=,,IC50,nM,,319.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,319.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867232,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '120.0'}]",CHEMBL5152017,Inhibition of wildtype RET (unknown origin) incubated for 120 mins by Perkin Elmer electrophoretic mobility shift platform method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '17.88', 'le': '0.33', 'lle': '6.12', 'sei': '8.39'}",CHEMBL4559134,SELPERCATINIB,CHEMBL4559134,9.40,0,http://www.openphacts.org/units/Nanomolar,3885686,=,1,1,=,,IC50,nM,,0.4,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,0.4
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867233,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '120.0'}]",CHEMBL5152017,Inhibition of wildtype RET (unknown origin) incubated for 120 mins by Perkin Elmer electrophoretic mobility shift platform method,B,,,BAO_0000190,BAO_0000357,single protein format,COC1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CCC(c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '17.61', 'le': '0.33', 'lle': '5.20', 'sei': '6.93'}",CHEMBL5171764,,CHEMBL5171764,9.40,0,http://www.openphacts.org/units/Nanomolar,3885687,=,1,1,=,,IC50,nM,,0.4,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,0.4
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867234,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '120.0'}]",CHEMBL5152017,Inhibition of wildtype RET (unknown origin) incubated for 120 mins by Perkin Elmer electrophoretic mobility shift platform method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '14.51', 'le': '0.28', 'lle': '1.60', 'sei': '6.22'}",CHEMBL2029988,CEP-32496,CHEMBL2029988,7.51,0,http://www.openphacts.org/units/Nanomolar,3885688,=,1,1,=,,IC50,nM,,31.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,31.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867235,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '120.0'}]",CHEMBL5152017,Inhibition of wildtype RET (unknown origin) incubated for 120 mins by Perkin Elmer electrophoretic mobility shift platform method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '16.52', 'le': '0.31', 'lle': '2.74', 'sei': '8.39'}",CHEMBL2105717,CABOZANTINIB,CHEMBL2105717,8.28,1,http://www.openphacts.org/units/Nanomolar,3885689,=,1,1,=,,IC50,nM,,5.2,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,5.2
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867236,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '120.0'}]",CHEMBL5152017,Inhibition of wildtype RET (unknown origin) incubated for 120 mins by Perkin Elmer electrophoretic mobility shift platform method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '14.49', 'le': '0.31', 'lle': '2.46', 'sei': '10.98'}",CHEMBL24828,VANDETANIB,CHEMBL24828,6.89,0,http://www.openphacts.org/units/Nanomolar,3885690,=,1,1,=,,IC50,nM,,130.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,130.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24867237,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '120.0'}]",CHEMBL5152018,Inhibition of recombinant RET V804L (unknown origin) incubated for 120 mins by Perkin Elmer electrophoretic mobility shift platform method,B,P07949,V804L,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,,,CHEMBL5150004,J Med Chem,2021,"{'bei': '17.84', 'le': '0.33', 'lle': '6.10', 'sei': '8.37'}",CHEMBL4559134,SELPERCATINIB,CHEMBL4559134,9.38,0,http://www.openphacts.org/units/Nanomolar,3885686,=,1,1,=,,IC50,nM,,0.42,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,0.42
